intel_id,territory_id,week_number,zylatec_estimated_calls,zylatec_market_share_pct,vexorin_market_share_pct,launch_phase,data_source
INTEL_000909,TER_PA_01,45,26,39.73,19.78,LAST_LAUNCH,IQVIA
INTEL_000910,TER_PA_01,46,31,42.82,16.52,LAST_LAUNCH,IQVIA
INTEL_000911,TER_PA_01,47,31,41.78,15.39,LAST_LAUNCH,IQVIA
INTEL_000912,TER_PA_01,48,28,38.05,21.29,LAST_LAUNCH,Symphony Health
INTEL_000913,TER_PA_01,49,29,40.4,13.63,LAST_LAUNCH,IQVIA
INTEL_000914,TER_PA_01,50,28,41.91,8.53,LAST_LAUNCH,IQVIA
INTEL_000915,TER_PA_01,51,25,43.66,10.24,LAST_LAUNCH,IQVIA
INTEL_000916,TER_PA_01,52,27,40.14,18.08,LAST_LAUNCH,IQVIA
INTEL_000917,TER_PA_01,1,34,28.6,31.14,CURRENT_LAUNCH,IQVIA
INTEL_000918,TER_PA_01,2,34,30.03,27.07,CURRENT_LAUNCH,IQVIA
INTEL_000919,TER_PA_01,3,32,31.74,31.02,CURRENT_LAUNCH,Symphony Health
INTEL_000920,TER_PA_01,4,34,32.42,30.16,CURRENT_LAUNCH,Symphony Health
INTEL_000921,TER_PA_01,5,32,33.45,24.82,CURRENT_LAUNCH,IQVIA
INTEL_000922,TER_PA_01,6,32,34.81,25.71,CURRENT_LAUNCH,IQVIA
INTEL_000923,TER_PA_01,7,34,34.38,31.27,CURRENT_LAUNCH,IQVIA
INTEL_000924,TER_PA_01,8,36,36.73,26.27,CURRENT_LAUNCH,Symphony Health
INTEL_000925,TER_PA_01,9,26,39.81,27.23,CURRENT_LAUNCH,Symphony Health
INTEL_000926,TER_PA_01,10,28,41.51,20.55,CURRENT_LAUNCH,Symphony Health
INTEL_000927,TER_PA_01,11,30,37.41,25.29,CURRENT_LAUNCH,IQVIA
INTEL_000928,TER_PA_01,12,30,39.11,27.34,CURRENT_LAUNCH,IQVIA
INTEL_000929,TER_PA_01,13,27,39.46,22.28,CURRENT_LAUNCH,IQVIA
INTEL_000930,TER_PA_01,14,27,36.99,29.44,CURRENT_LAUNCH,Symphony Health
INTEL_000931,TER_PA_01,15,27,38.61,21.76,CURRENT_LAUNCH,IQVIA
INTEL_000932,TER_PA_01,16,26,40.26,23.15,CURRENT_LAUNCH,Symphony Health
INTEL_000933,TER_PA_01,17,27,36.8,24.0,CURRENT_LAUNCH,IQVIA
INTEL_000934,TER_PA_01,18,24,40.23,27.53,CURRENT_LAUNCH,IQVIA
INTEL_000935,TER_PA_01,19,26,37.11,24.14,CURRENT_LAUNCH,Symphony Health
INTEL_000936,TER_PA_01,20,27,41.03,22.85,CURRENT_LAUNCH,IQVIA
INTEL_000937,TER_PA_02,1,25,27.23,31.34,LAST_LAUNCH,Symphony Health
INTEL_000938,TER_PA_02,2,30,27.8,23.76,LAST_LAUNCH,IQVIA
INTEL_000939,TER_PA_02,3,30,30.03,27.94,LAST_LAUNCH,IQVIA
INTEL_000940,TER_PA_02,4,27,31.32,19.65,LAST_LAUNCH,Symphony Health
INTEL_000941,TER_PA_02,5,26,30.38,24.07,LAST_LAUNCH,Symphony Health
INTEL_000942,TER_PA_02,6,25,31.78,18.92,LAST_LAUNCH,IQVIA
INTEL_000943,TER_PA_02,7,26,34.91,17.08,LAST_LAUNCH,Symphony Health
INTEL_000944,TER_PA_02,8,27,32.93,19.01,LAST_LAUNCH,IQVIA
INTEL_000945,TER_PA_02,9,19,37.12,15.58,LAST_LAUNCH,IQVIA
INTEL_000946,TER_PA_02,10,24,38.15,12.13,LAST_LAUNCH,IQVIA
INTEL_000947,TER_PA_02,11,21,40.7,18.93,LAST_LAUNCH,Symphony Health
INTEL_000948,TER_PA_02,12,21,35.52,17.49,LAST_LAUNCH,IQVIA
INTEL_000949,TER_PA_02,13,21,38.74,12.63,LAST_LAUNCH,IQVIA
INTEL_000950,TER_PA_02,14,23,39.07,14.99,LAST_LAUNCH,Symphony Health
INTEL_000951,TER_PA_02,15,21,40.57,17.43,LAST_LAUNCH,IQVIA
INTEL_000952,TER_PA_02,16,19,38.78,14.31,LAST_LAUNCH,IQVIA
INTEL_000953,TER_PA_02,17,21,36.52,20.63,LAST_LAUNCH,Symphony Health
INTEL_000954,TER_PA_02,18,20,39.89,15.0,LAST_LAUNCH,IQVIA
INTEL_000955,TER_PA_02,19,23,37.05,21.58,LAST_LAUNCH,IQVIA
INTEL_000956,TER_PA_02,20,24,36.28,13.98,LAST_LAUNCH,IQVIA
INTEL_000957,TER_PA_02,21,18,36.28,16.92,LAST_LAUNCH,Symphony Health
INTEL_000958,TER_PA_02,22,21,39.73,17.37,LAST_LAUNCH,Symphony Health
INTEL_000959,TER_PA_02,23,19,39.46,20.02,LAST_LAUNCH,IQVIA
INTEL_000960,TER_PA_02,24,22,35.37,17.94,LAST_LAUNCH,Symphony Health
INTEL_000961,TER_PA_02,25,25,40.01,13.99,LAST_LAUNCH,Symphony Health
INTEL_000962,TER_PA_02,26,19,38.83,18.36,LAST_LAUNCH,IQVIA
INTEL_000963,TER_PA_02,27,22,35.3,23.81,LAST_LAUNCH,IQVIA
INTEL_000964,TER_PA_02,28,19,38.65,21.12,LAST_LAUNCH,IQVIA
INTEL_000965,TER_PA_02,29,21,35.05,24.16,LAST_LAUNCH,Symphony Health
INTEL_000966,TER_PA_02,30,21,38.65,15.66,LAST_LAUNCH,IQVIA
INTEL_000967,TER_PA_02,31,22,36.45,14.91,LAST_LAUNCH,IQVIA
INTEL_000968,TER_PA_02,32,22,36.81,20.07,LAST_LAUNCH,IQVIA
INTEL_000969,TER_PA_02,33,21,36.63,13.43,LAST_LAUNCH,IQVIA
INTEL_000970,TER_PA_02,34,19,40.32,10.17,LAST_LAUNCH,IQVIA
INTEL_000971,TER_PA_02,35,24,40.52,14.61,LAST_LAUNCH,IQVIA
INTEL_000972,TER_PA_02,36,23,36.62,13.83,LAST_LAUNCH,Symphony Health
INTEL_000973,TER_PA_02,37,23,35.61,18.66,LAST_LAUNCH,IQVIA
INTEL_000974,TER_PA_02,38,20,37.98,13.99,LAST_LAUNCH,IQVIA
INTEL_000975,TER_PA_02,39,19,40.75,14.79,LAST_LAUNCH,IQVIA
INTEL_000976,TER_PA_02,40,21,36.16,22.17,LAST_LAUNCH,IQVIA
INTEL_000977,TER_PA_02,41,21,40.32,18.38,LAST_LAUNCH,Symphony Health
INTEL_000978,TER_PA_02,42,19,35.62,17.19,LAST_LAUNCH,IQVIA
INTEL_000979,TER_PA_02,43,24,39.3,20.2,LAST_LAUNCH,IQVIA
INTEL_000980,TER_PA_02,44,24,37.16,15.79,LAST_LAUNCH,IQVIA
INTEL_000981,TER_PA_02,45,23,39.35,16.47,LAST_LAUNCH,IQVIA
INTEL_000982,TER_PA_02,46,22,35.46,23.85,LAST_LAUNCH,IQVIA
INTEL_000983,TER_PA_02,47,22,39.8,11.37,LAST_LAUNCH,IQVIA
INTEL_000984,TER_PA_02,48,20,38.27,14.94,LAST_LAUNCH,IQVIA
INTEL_000985,TER_PA_02,49,23,38.36,15.49,LAST_LAUNCH,Symphony Health
INTEL_000986,TER_PA_02,50,23,37.3,15.31,LAST_LAUNCH,IQVIA
INTEL_000987,TER_PA_02,51,24,37.49,16.81,LAST_LAUNCH,Symphony Health
INTEL_000988,TER_PA_02,52,23,37.48,15.97,LAST_LAUNCH,IQVIA
INTEL_000989,TER_PA_02,1,33,24.95,29.79,CURRENT_LAUNCH,IQVIA
INTEL_000990,TER_PA_02,2,28,26.17,29.72,CURRENT_LAUNCH,IQVIA
INTEL_000991,TER_PA_02,3,30,27.4,28.85,CURRENT_LAUNCH,Symphony Health
INTEL_000992,TER_PA_02,4,32,29.6,28.12,CURRENT_LAUNCH,IQVIA
INTEL_000993,TER_PA_02,5,30,30.54,31.56,CURRENT_LAUNCH,IQVIA
INTEL_000994,TER_PA_02,6,26,31.93,29.14,CURRENT_LAUNCH,IQVIA
INTEL_000995,TER_PA_02,7,29,34.19,28.3,CURRENT_LAUNCH,IQVIA
INTEL_000996,TER_PA_02,8,30,34.95,23.05,CURRENT_LAUNCH,IQVIA
INTEL_000997,TER_PA_02,9,24,37.36,25.59,CURRENT_LAUNCH,IQVIA
INTEL_000998,TER_PA_02,10,22,38.01,21.81,CURRENT_LAUNCH,IQVIA
INTEL_000999,TER_PA_02,11,27,37.96,28.7,CURRENT_LAUNCH,IQVIA
INTEL_001000,TER_PA_02,12,25,36.33,28.99,CURRENT_LAUNCH,IQVIA
INTEL_001001,TER_PA_02,13,26,35.14,30.81,CURRENT_LAUNCH,IQVIA
INTEL_001002,TER_PA_02,14,24,33.98,23.93,CURRENT_LAUNCH,IQVIA
INTEL_001003,TER_PA_02,15,25,36.21,27.64,CURRENT_LAUNCH,Symphony Health
INTEL_001004,TER_PA_02,16,26,34.55,31.01,CURRENT_LAUNCH,Symphony Health
INTEL_001005,TER_PA_02,17,22,34.88,29.28,CURRENT_LAUNCH,IQVIA
INTEL_001006,TER_PA_02,18,22,34.12,29.38,CURRENT_LAUNCH,IQVIA
INTEL_001007,TER_PA_02,19,24,37.72,27.55,CURRENT_LAUNCH,IQVIA
INTEL_001008,TER_PA_02,20,24,35.2,23.92,CURRENT_LAUNCH,IQVIA
INTEL_001009,TER_PA_03,1,24,27.92,27.31,LAST_LAUNCH,IQVIA
INTEL_001010,TER_PA_03,2,23,29.41,20.78,LAST_LAUNCH,IQVIA
INTEL_001011,TER_PA_03,3,26,30.22,22.54,LAST_LAUNCH,IQVIA
INTEL_001012,TER_PA_03,4,26,31.87,27.76,LAST_LAUNCH,IQVIA
INTEL_001013,TER_PA_03,5,27,31.63,18.44,LAST_LAUNCH,IQVIA
INTEL_001014,TER_PA_03,6,24,33.41,18.15,LAST_LAUNCH,Symphony Health
INTEL_001015,TER_PA_03,7,27,35.52,21.24,LAST_LAUNCH,IQVIA
INTEL_001016,TER_PA_03,8,22,34.2,17.2,LAST_LAUNCH,IQVIA
INTEL_001017,TER_PA_03,9,20,41.25,11.41,LAST_LAUNCH,IQVIA
INTEL_001018,TER_PA_03,10,18,40.99,14.63,LAST_LAUNCH,Symphony Health
INTEL_001019,TER_PA_03,11,17,37.44,13.61,LAST_LAUNCH,IQVIA
INTEL_001020,TER_PA_03,12,20,39.12,12.07,LAST_LAUNCH,IQVIA
INTEL_001021,TER_PA_03,13,19,41.22,13.92,LAST_LAUNCH,Symphony Health
INTEL_001022,TER_PA_03,14,19,39.23,14.44,LAST_LAUNCH,IQVIA
INTEL_001023,TER_PA_03,15,19,40.76,17.18,LAST_LAUNCH,Symphony Health
INTEL_001024,TER_PA_03,16,17,36.33,21.01,LAST_LAUNCH,IQVIA
INTEL_001025,TER_PA_03,17,22,41.25,10.46,LAST_LAUNCH,IQVIA
INTEL_001026,TER_PA_03,18,17,40.26,13.35,LAST_LAUNCH,IQVIA
INTEL_001027,TER_PA_03,19,22,40.98,16.39,LAST_LAUNCH,Symphony Health
INTEL_001028,TER_PA_03,20,18,37.97,19.01,LAST_LAUNCH,IQVIA
INTEL_001029,TER_PA_03,21,17,38.19,19.24,LAST_LAUNCH,IQVIA
INTEL_001030,TER_PA_03,22,22,40.76,16.87,LAST_LAUNCH,IQVIA
INTEL_001031,TER_PA_03,23,18,41.47,16.69,LAST_LAUNCH,Symphony Health
INTEL_001032,TER_PA_03,24,20,37.47,13.83,LAST_LAUNCH,Symphony Health
INTEL_001033,TER_PA_03,25,17,37.04,21.41,LAST_LAUNCH,Symphony Health
INTEL_001034,TER_PA_03,26,22,39.59,13.75,LAST_LAUNCH,Symphony Health
INTEL_001035,TER_PA_03,27,20,36.52,21.83,LAST_LAUNCH,Symphony Health
INTEL_001036,TER_PA_03,28,18,39.4,18.73,LAST_LAUNCH,IQVIA
INTEL_001037,TER_PA_03,29,21,39.74,17.43,LAST_LAUNCH,IQVIA
INTEL_001038,TER_PA_03,30,18,37.02,21.42,LAST_LAUNCH,IQVIA
INTEL_001039,TER_PA_03,31,17,36.86,17.73,LAST_LAUNCH,Symphony Health
INTEL_001040,TER_PA_03,32,22,36.96,22.45,LAST_LAUNCH,IQVIA
INTEL_001041,TER_PA_03,33,21,40.0,14.87,LAST_LAUNCH,IQVIA
INTEL_001042,TER_PA_03,34,18,37.01,17.75,LAST_LAUNCH,IQVIA
INTEL_001043,TER_PA_03,35,19,38.33,16.88,LAST_LAUNCH,IQVIA
INTEL_001044,TER_PA_03,36,19,41.1,12.93,LAST_LAUNCH,IQVIA
INTEL_001045,TER_PA_03,37,18,37.54,14.12,LAST_LAUNCH,Symphony Health
INTEL_001046,TER_PA_03,38,20,36.95,22.89,LAST_LAUNCH,IQVIA
INTEL_001047,TER_PA_03,39,19,38.83,16.9,LAST_LAUNCH,Symphony Health
INTEL_001048,TER_PA_03,40,17,41.57,11.45,LAST_LAUNCH,IQVIA
INTEL_001049,TER_PA_03,41,20,37.47,14.38,LAST_LAUNCH,Symphony Health
INTEL_001050,TER_PA_03,42,18,36.89,21.43,LAST_LAUNCH,IQVIA
INTEL_001051,TER_PA_03,43,18,36.45,23.41,LAST_LAUNCH,Symphony Health
INTEL_001052,TER_PA_03,44,17,39.01,20.31,LAST_LAUNCH,IQVIA
INTEL_001053,TER_PA_03,45,21,36.85,22.01,LAST_LAUNCH,Symphony Health
INTEL_001054,TER_PA_03,46,20,37.73,18.94,LAST_LAUNCH,IQVIA
INTEL_001055,TER_PA_03,47,17,38.08,14.76,LAST_LAUNCH,IQVIA
INTEL_001056,TER_PA_03,48,19,39.18,11.67,LAST_LAUNCH,Symphony Health
INTEL_001057,TER_PA_03,49,18,36.98,19.78,LAST_LAUNCH,IQVIA
INTEL_001058,TER_PA_03,50,20,38.54,17.33,LAST_LAUNCH,Symphony Health
INTEL_001059,TER_PA_03,51,18,40.44,9.63,LAST_LAUNCH,IQVIA
INTEL_001060,TER_PA_03,52,21,39.71,12.54,LAST_LAUNCH,IQVIA
INTEL_001061,TER_PA_03,1,36,22.1,33.72,CURRENT_LAUNCH,IQVIA
INTEL_001062,TER_PA_03,2,36,22.52,35.25,CURRENT_LAUNCH,IQVIA
INTEL_001063,TER_PA_03,3,40,23.27,36.44,CURRENT_LAUNCH,Symphony Health
INTEL_001064,TER_PA_03,4,42,24.84,29.34,CURRENT_LAUNCH,IQVIA
INTEL_001065,TER_PA_03,5,40,26.06,34.0,CURRENT_LAUNCH,IQVIA
INTEL_001066,TER_PA_03,6,36,25.85,34.94,CURRENT_LAUNCH,Symphony Health
INTEL_001067,TER_PA_03,7,43,28.49,31.43,CURRENT_LAUNCH,Symphony Health
INTEL_001068,TER_PA_03,8,39,31.08,27.95,CURRENT_LAUNCH,IQVIA
INTEL_001069,TER_PA_03,9,31,34.93,29.93,CURRENT_LAUNCH,Symphony Health
INTEL_001070,TER_PA_03,10,26,31.52,27.83,CURRENT_LAUNCH,IQVIA
INTEL_001071,TER_PA_03,11,30,35.34,28.65,CURRENT_LAUNCH,IQVIA
INTEL_001072,TER_PA_03,12,27,35.69,28.23,CURRENT_LAUNCH,Symphony Health
INTEL_001073,TER_PA_03,13,32,30.65,31.81,CURRENT_LAUNCH,IQVIA
INTEL_001074,TER_PA_03,14,33,32.7,26.94,CURRENT_LAUNCH,Symphony Health
INTEL_001075,TER_PA_03,15,30,32.92,31.01,CURRENT_LAUNCH,IQVIA
INTEL_001076,TER_PA_03,16,26,35.03,23.13,CURRENT_LAUNCH,IQVIA
INTEL_001077,TER_PA_03,17,31,35.62,24.47,CURRENT_LAUNCH,Symphony Health
INTEL_001078,TER_PA_03,18,29,33.66,30.76,CURRENT_LAUNCH,Symphony Health
INTEL_001079,TER_PA_03,19,35,30.66,27.03,CURRENT_LAUNCH,Symphony Health
INTEL_001080,TER_PA_03,20,35,33.88,25.24,CURRENT_LAUNCH,IQVIA
